treat,noise,punishment,p_reg,p_strong,session,round,subject,group,sub_nb_in_group,group_id,contribution,contr_dummy,public_record,pr_dummy,oth1_subject,oth2_subject,oth1_contribution,oth2_contribution,oth1_public_record,oth2_public_record,sum_group_contributions,sum_group_contributions_pr,income_pg,income_pg_pr,received_punishment,income_reduction,income_pg_after_reduction,punish_oth1,punish_oth2,punishment_cost,income,noise__p_reg,noise__p_strong,pr_received_punishment,prrp__noise,prrp__p_strong,prrp__noise__p_strong,pr_contr_dummy,prrp__prcd,prrp__prcd__noise,prrp__prcd__p_strong,prrp__prcd__noise__p_strong,pr_public_record,pr_no_contr_sig,prcd__pr_no_contr_sig,prrp__prcd__pr_no_contr_sig,prrp__prcd__p_strong__prncs,pr_group_contr,prcd__pr_group_contr
pun_noise,1,1,1,0,1,5,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,4,12,8,5,5,10,-2,1,0,5,5,0,0,1,5,5,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,5,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,6,18,2,1,1,2,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,6,1,1,1,101,20,1,20,1,7,26,0,0,0,0,20,20,10,10,4,12,0,2,2,4,-4,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,6,7,1,2,101,0,0,0,0,26,1,0,20,0,20,20,20,30,30,3,9,21,3,3,6,15,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,6,26,1,3,101,0,0,0,0,7,1,0,20,0,20,20,20,30,30,5,15,15,1,1,2,13,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,7,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,3,9,11,2,2,4,7,1,0,4,4,0,0,1,4,4,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,7,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,3,9,11,2,3,5,6,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,7,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,5,15,5,1,1,2,3,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,8,1,1,1,101,0,0,0,0,7,26,20,0,20,0,20,20,30,30,5,15,15,1,2,3,12,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,8,7,1,2,101,20,1,20,1,1,26,0,0,0,0,20,20,10,10,2,6,4,4,4,8,-4,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,8,26,1,3,101,0,0,0,0,7,1,20,0,20,0,20,20,30,30,6,18,12,1,1,2,10,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,9,1,1,1,101,20,1,20,1,7,26,0,0,0,0,20,20,10,10,4,12,0,2,1,3,-3,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,9,7,1,2,101,0,0,0,0,26,1,0,20,0,20,20,20,30,30,3,9,21,4,2,6,15,1,0,2,2,0,0,1,2,2,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,9,26,1,3,101,0,0,0,0,7,1,0,20,0,20,20,20,30,30,5,15,15,1,2,3,12,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,10,1,1,1,101,0,0,0,0,7,26,0,0,0,0,0,0,20,20,5,15,5,4,1,5,0,1,0,4,4,0,0,1,4,4,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,10,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,5,15,5,2,4,6,-1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,10,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,3,9,11,1,1,2,9,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,11,1,1,1,101,0,0,0,0,7,26,20,0,20,0,20,20,30,30,6,18,12,2,3,5,7,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,11,7,1,2,101,20,1,20,1,26,1,0,0,0,0,20,20,10,10,4,12,0,5,5,10,-10,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,11,26,1,3,101,0,0,0,0,7,1,20,0,20,0,20,20,30,30,8,24,6,2,1,3,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,12,1,1,1,101,0,0,0,0,7,26,0,0,0,0,0,0,20,20,3,9,11,2,2,4,7,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,12,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,3,9,11,2,2,4,7,1,0,4,4,0,0,1,4,4,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,12,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,4,12,8,1,1,2,6,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,13,1,1,1,101,0,0,0,0,7,26,0,0,0,0,0,0,20,20,4,12,8,2,2,4,4,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,13,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,3,9,11,3,4,7,4,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,13,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,6,18,2,1,1,2,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,14,1,1,1,101,20,1,20,1,7,26,20,0,20,0,40,40,20,20,3,9,11,0,5,5,6,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,14,7,1,2,101,20,1,20,1,1,26,20,0,20,0,40,40,20,20,2,6,14,1,1,2,12,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,14,26,1,3,101,0,0,0,0,1,7,20,20,20,20,40,40,40,40,6,18,22,2,2,4,18,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,15,1,1,1,101,20,1,20,1,26,7,0,0,0,0,20,20,10,10,6,18,0,2,2,4,-4,1,0,3,3,0,0,1,3,3,0,0,20,0,0,0,0,0.5,0.5
pun_noise,1,1,1,0,1,15,7,1,2,101,0,0,0,0,26,1,0,20,0,20,20,20,30,30,4,12,18,3,5,8,10,1,0,2,2,0,0,1,2,2,0,0,20,0,0,0,0,0.5,0.5
pun_noise,1,1,1,0,1,15,26,1,3,101,0,0,0,0,7,1,0,20,0,20,20,20,30,30,5,15,15,2,1,3,12,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
pun_noise,1,1,1,0,1,16,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,4,12,8,3,2,5,3,1,0,6,6,0,0,1,6,6,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,16,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,4,12,8,2,2,4,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,16,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,5,15,5,2,2,4,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,17,1,1,1,101,0,0,0,0,7,26,20,0,20,0,20,20,30,30,3,9,21,2,3,5,16,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,17,7,1,2,101,20,1,20,1,1,26,0,0,0,0,20,20,10,10,3,9,1,1,2,3,-2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,17,26,1,3,101,0,0,0,0,7,1,20,0,20,0,20,20,30,30,5,15,15,1,2,3,12,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,18,1,1,1,101,0,0,0,0,7,26,0,0,0,0,0,0,20,20,6,18,2,2,1,3,-1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,18,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,4,12,8,4,4,8,0,1,0,3,3,0,0,1,3,3,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,18,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,5,15,5,2,2,4,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,19,1,1,1,101,20,1,20,1,26,7,0,0,0,0,20,20,10,10,3,9,1,1,2,3,-2,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,19,7,1,2,101,0,0,0,0,1,26,20,0,20,0,20,20,30,30,4,12,18,2,2,4,14,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,19,26,1,3,101,0,0,0,0,7,1,0,20,0,20,20,20,30,30,3,9,21,2,1,3,18,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,20,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,6,18,2,3,2,5,-3,1,0,3,3,0,0,1,3,3,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,20,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,4,12,8,4,2,6,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,20,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,5,15,5,2,2,4,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,21,1,1,1,101,0,0,0,0,7,26,0,0,0,0,0,0,20,20,5,15,5,3,3,6,-1,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,21,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,4,12,8,4,4,8,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,21,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,7,21,0,1,1,2,-2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,22,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,4,12,8,2,3,5,3,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,22,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,4,12,8,3,3,6,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,22,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,5,15,5,1,1,2,3,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,23,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,4,12,8,2,2,4,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,23,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,3,9,11,2,3,5,6,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,23,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,4,12,8,1,1,2,6,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,24,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,4,12,8,2,1,3,5,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,24,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,2,6,14,3,3,6,8,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,24,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,5,15,5,1,1,2,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,25,1,1,1,101,0,0,0,0,7,26,0,0,0,0,0,0,20,20,4,12,8,2,1,3,5,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,25,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,3,9,11,3,3,6,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,25,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,4,12,8,1,1,2,6,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,26,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,6,18,2,1,1,2,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,26,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,2,6,14,5,5,10,4,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,26,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,6,18,2,1,1,2,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,27,1,1,1,101,0,0,0,0,7,26,20,0,20,0,20,20,30,30,6,18,12,1,4,5,7,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,27,7,1,2,101,20,1,20,1,26,1,0,0,0,0,20,20,10,10,2,6,4,4,4,8,-4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,27,26,1,3,101,0,0,0,0,1,7,0,20,0,20,20,20,30,30,8,24,6,2,1,3,3,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,28,1,1,1,101,20,1,20,1,7,26,0,0,0,0,20,20,10,10,5,15,0,3,3,6,-6,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,28,7,1,2,101,0,0,0,0,1,26,20,0,20,0,20,20,30,30,5,15,15,4,5,9,6,1,0,2,2,0,0,1,2,2,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,28,26,1,3,101,0,0,0,0,7,1,0,20,0,20,20,20,30,30,8,24,6,2,1,3,3,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,29,1,1,1,101,20,1,20,1,7,26,0,0,0,0,20,20,10,10,6,18,0,0,0,0,0,1,0,5,5,0,0,1,5,5,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,29,7,1,2,101,0,0,0,0,1,26,20,0,20,0,20,20,30,30,2,6,24,5,5,10,14,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,29,26,1,3,101,0,0,0,0,1,7,20,0,20,0,20,20,30,30,5,15,15,1,2,3,12,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,30,1,1,1,101,0,0,0,0,26,7,0,20,0,20,20,20,30,30,2,6,24,2,1,3,21,1,0,6,6,0,0,1,6,6,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,30,7,1,2,101,20,1,20,1,26,1,0,0,0,0,20,20,10,10,2,6,4,0,0,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,30,26,1,3,101,0,0,0,0,7,1,20,0,20,0,20,20,30,30,2,6,24,1,2,3,21,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,31,1,1,1,101,0,0,0,0,26,7,0,20,0,20,20,20,30,30,5,15,15,3,1,4,11,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,31,7,1,2,101,20,1,20,1,26,1,0,0,0,0,20,20,10,10,2,6,4,2,3,5,-1,1,0,2,2,0,0,1,2,2,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,31,26,1,3,101,0,0,0,0,1,7,0,20,0,20,20,20,30,30,5,15,15,2,1,3,12,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,32,1,1,1,101,0,0,0,0,26,7,0,20,0,20,20,20,30,30,6,18,12,3,1,4,8,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,32,7,1,2,101,20,1,20,1,1,26,0,0,0,0,20,20,10,10,2,6,4,4,3,7,-3,1,0,2,2,0,0,1,2,2,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,32,26,1,3,101,0,0,0,0,1,7,0,20,0,20,20,20,30,30,6,18,12,2,1,3,9,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,33,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,6,18,2,2,2,4,-2,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,33,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,3,9,11,5,5,10,1,1,0,2,2,0,0,1,2,2,0,0,20,0,0,0,0,0,0
pun_noise,1,1,1,0,1,33,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,7,21,0,1,1,2,-2,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
pun_noise,1,1,1,0,1,34,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,3,9,11,0,0,0,11,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,34,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,1,3,17,2,2,4,13,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,34,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,2,6,14,1,1,2,12,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,35,1,1,1,101,0,0,0,0,7,26,0,0,0,0,0,0,20,20,2,6,14,3,3,6,8,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,35,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,4,12,8,1,2,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,35,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,5,15,5,1,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,36,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,6,18,2,1,1,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,36,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,2,6,14,5,5,10,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,36,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,6,18,2,1,1,2,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,37,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,5,15,5,2,3,5,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,37,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,4,12,8,3,4,7,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,37,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,5,15,5,1,1,2,3,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,38,1,1,1,101,0,0,0,0,7,26,0,0,0,0,0,0,20,20,3,9,11,1,3,4,7,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,38,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,2,6,14,4,2,6,8,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,38,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,7,21,0,1,1,2,-2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,39,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,4,12,8,1,2,3,5,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,39,7,1,2,101,0,0,0,0,26,1,0,0,0,0,0,0,20,20,3,9,11,3,3,6,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,39,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,4,12,8,1,1,2,6,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,40,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,2,6,14,2,2,4,10,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,40,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,3,9,11,1,3,4,7,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,40,26,1,3,101,0,0,0,0,7,1,0,0,0,0,0,0,20,20,5,15,5,1,1,2,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,41,1,1,1,101,0,0,0,0,7,26,0,0,0,0,0,0,20,20,2,6,14,1,1,2,12,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,41,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,2,6,14,1,3,4,10,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,41,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,4,12,8,1,1,2,6,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,42,1,1,1,101,0,0,0,0,26,7,0,0,0,0,0,0,20,20,5,15,5,1,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,42,7,1,2,101,0,0,0,0,1,26,0,0,0,0,0,0,20,20,2,6,14,4,2,6,8,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun_noise,1,1,1,0,1,42,26,1,3,101,0,0,0,0,1,7,0,0,0,0,0,0,20,20,3,9,11,1,1,2,9,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
